,Ticker,Volatility,Sector,PEG Ratio,Market Cap,Trailing PS,Profit Margin,Forward EPS,Market Cap Categorised,Price,Three Year SL Growth Rate (%),Three Year Growth Against Market (%)
1610,CRAI,26.08294578970346,Industrials,1.87,758294528.0,1.2832853,0.07382,6.38,Small-Cap,105.76000213623048,223.49794835066442,177.55551559486133
1632,CRI,11.201422604287375,Consumer Cyclical,3.86,2700974592.0,0.8407093,0.07783,6.34,Mid-Cap,70.58000183105469,-0.8120789084962983,-46.75451166429937
1634,CRK,4.7916121789299,Energy,0.45,3030409472.0,0.83527064,0.31445998,2.02,Mid-Cap,11.079999923706056,40.253161898104025,-5.68927085769905
1636,CRL,75.73297522857764,Healthcare,2.02,10282423296.0,2.5860837,0.12229,12.21,Large-Cap,197.94000244140625,46.55709019654984,0.6146574407467611
1637,CRM,42.32958892557591,Technology,1.42,199029997568.0,6.348239,0.0066299997,8.89,Large-Cap,197.50999450683597,31.183579775212593,-14.758852980590483
1639,CRMT,26.87871435310697,Consumer Cyclical,1.32,503232384.0,0.36565903,0.03127,5.47,Small-Cap,80.69999694824219,48.263818658418,2.321385902614928
1640,CRNC,35.43150495416233,Technology,43.48,1044682176.0,3.294249,-1.0469999,1.37,Small-Cap,26.09000015258789,36.95538686338357,-8.987045892419502
1641,CRNT,0.8526906681696971,Technology,1.53,153365760.0,0.51957923,-0.02507,0.08,Micro-Cap,1.840000033378601,-11.538456688971031,-57.48088944477411
1643,CRON,2.535082261737095,Healthcare,-0.22,691586496.0,7.525097,-1.83598,-0.14,Small-Cap,1.830000042915344,-69.19191876621518,-115.13435152201825
1644,CROX,38.12558951247427,Consumer Cyclical,1.3,9088614400.0,2.5565832,0.15194,12.85,Mid-Cap,145.72999572753906,534.160133291966,488.2177005361629
1645,CRS,8.319052793497262,Industrials,2.18,2273626112.0,1.0551938,-0.0026,3.07,Mid-Cap,47.380001068115234,176.65181880711057,130.7093860513075
1646,CRSP,35.01877483664817,Healthcare,0.04,4090414848.0,3414.3696,0.0,-6.0,Mid-Cap,49.88999938964844,-1.9842870450936176,-47.92671980089669
1649,CRTO,9.39163039485482,Communication Services,-2.4,1700691456.0,0.84317744,0.0044400003,3.03,Small-Cap,30.51000022888184,238.24832240026495,192.30588964446187
1650,CRUS,10.388520891436935,Technology,2.06,4862633472.0,2.4134967,0.16219999,6.45,Mid-Cap,88.75,34.14449076100669,-11.797941994796382
1653,CRWD,54.335729792060675,Technology,1.48,31193014272.0,13.917773,-0.08176,3.01,Large-Cap,129.88999938964844,96.59452094688558,50.652088191082505
1657,CSBR,2.049366039113263,Healthcare,-1.04,70233544.0,1.308472,-0.05809,0.1,Micro-Cap,5.139999866485596,-26.88478359767046,-72.82721635347353
1658,CSCO,6.168651862241857,Technology,1.69,192626409472.0,3.6234534,0.21260001,4.03,Large-Cap,46.58000183105469,19.46249708942272,-26.479935666380356
1659,CSGP,10.194786861016146,Real Estate,3.17,28474040320.0,13.047129,0.16929,1.39,Large-Cap,69.01000213623047,22.57766993744937,-23.364762818353704
1660,CSGS,7.607316111363877,Technology,2.37,1658536960.0,1.5219398,0.040430002,3.9,Small-Cap,52.81999969482422,18.607084073747142,-27.335348682055933
1661,CSII,10.753281394955767,Healthcare,0.94,843116032.0,3.5152829,-0.15788001,-0.49,Small-Cap,19.979999542236328,-51.13719774890877,-97.07963050471184
1662,CSIQ,8.643165393955798,Technology,0.69,2574439936.0,0.34470135,0.03213,6.0,Mid-Cap,40.29999923706055,153.93824529092507,107.99581253512198
1663,CSL,55.736739434668564,Industrials,0.73,11178814464.0,1.695841,0.14017001,21.68,Large-Cap,220.13999938964844,92.32519928096151,46.38276652515844
1668,CSR,14.921801110749724,Real Estate,-13.23,884099200.0,3.4438803,-0.052470002,-0.89,Small-Cap,55.560001373291016,1.2282386393885685,-44.714194116414504
1673,CSTE,2.765626867960572,Industrials,0.54,130107976.0,0.18834227,-0.08259,0.61,Micro-Cap,3.619999885559082,-60.645508443780436,-106.58794119958351
1675,CSTM,3.8110781092751123,Basic Materials,-2.94,2046189696.0,0.2519938,0.03707,2.05,Mid-Cap,14.18000030517578,155.03597933648447,109.09354658068139
1677,CSV,10.989289792213274,Consumer Cyclical,0.81,430839456.0,1.1638836,0.11179,2.71,Small-Cap,28.440000534057617,96.4020715620963,50.45963880629322
1678,CSWC,4.89658078662298,Financial Services,8.13,629664960.0,6.1051316,0.33534,2.54,Small-Cap,18.290000915527344,101.65929117466636,55.71685841886329
1679,CSWI,21.959644255094098,Industrials,1.97,2138786048.0,2.9078636,0.119399995,6.13,Mid-Cap,139.14999389648438,116.03525043085834,70.09281767505527
1681,CTAS,57.82183779125611,Industrials,2.95,46769696768.0,5.4345555,0.15062,14.22,Large-Cap,458.8900146484375,144.47732632484292,98.53489356903984
1685,CTG,1.7505170796506946,Technology,0.75,107082320.0,0.32940298,0.02033,0.7,Micro-Cap,6.820000171661377,70.50000429153442,24.55757153573135
1691,CTLP,2.596153718165526,Technology,-11.08,409415968.0,1.8000816,-0.03997,0.16,Small-Cap,5.539999961853027,5.725194729747979,-40.2172380260551
1692,CTLT,24.138776811637133,Healthcare,2.37,8109452288.0,1.7047408,0.08619001,3.11,Mid-Cap,44.400001525878906,-22.296111305310106,-68.23854406111317
1694,CTMX,2.8122751318058494,Healthcare,2.59,109276200.0,2.0554936,-1.8681599,-0.91,Micro-Cap,1.6299999952316284,-83.81330640884313,-129.7557391646462
1696,CTOS,2.018458239509949,Industrials,0.57,1535757568.0,0.9762706,0.02473,0.37,Small-Cap,6.409999847412109,171.6101750992594,125.66774234345633
1698,CTRA,4.867365436979789,Energy,-0.92,19489730560.0,2.1533234,0.44912,2.97,Large-Cap,25.559999465942383,21.54064969752245,-24.401783058280625
1699,CTRE,2.322387849374791,Real Estate,3.61,1935506560.0,9.868387,-0.03827,1.06,Small-Cap,19.43000030517578,32.97352170816844,-12.968911047634634
1701,CTRN,27.6972959608631,Consumer Cyclical,1.66,156040080.0,0.19627412,0.07408,0.85,Micro-Cap,18.82999992370605,89.24623401672962,43.30380126092654
1702,CTS,7.264829129336799,Technology,1.55,1402505728.0,2.3898106,0.10151,2.93,Small-Cap,44.970001220703125,112.20078134696354,66.25834859116046
1703,CTSH,10.012157118236615,Technology,2.46,30297960448.0,1.5594997,0.117869996,4.82,Large-Cap,59.970001220703125,19.609832508089053,-26.332600247714023
1706,CTVA,12.140379305715076,Basic Materials,1.59,43810955264.0,2.5099373,0.06571,3.48,Large-Cap,61.88999938964844,162.3922716339778,116.44983887817472
1710,CUBE,8.811586636267165,Real Estate,5.32,10398849024.0,10.267416,0.28757998,1.57,Large-Cap,45.650001525878906,92.37434348369057,46.43191072788749
1711,CUBI,15.251495797113991,Financial Services,0.38,596865472.0,1.0143752,0.38754,5.96,Small-Cap,19.25,82.98478291218763,37.04235015638455
1715,CUK,5.55013617177898,Consumer Cyclical,-9.04,11133052928.0,0.74324405,-0.32679,1.46,Large-Cap,8.479999542236328,-21.771223036266722,-67.7136557920698
1717,CULP,4.112373125473147,Consumer Cyclical,-0.22,65251484.0,0.28315058,-0.1426,-0.41,Micro-Cap,5.360000133514404,-16.33557245092684,-62.278005206729915
1718,CURI,5.256348750996317,Communication Services,-0.04,56138764.0,0.7193312,-0.65242,-0.35,Micro-Cap,1.0499999523162842,-89.24180401954173,-135.1842367753448
1720,CURO,4.992926314331961,Financial Services,-0.04,69829392.0,0.15872769,-0.42161998,0.77,Micro-Cap,1.8200000524520876,-63.967874548184355,-109.91030730398742
1722,CUTR,13.41549847646624,Healthcare,-1.28,441083456.0,1.7475642,-0.32623002,0.75,Small-Cap,22.040000915527344,94.01409842977016,48.07166567396708
1725,CVBF,3.2726690871276998,Financial Services,0.87,2132713728.0,3.93997,0.43492,1.8,Mid-Cap,15.449999809265137,-16.26315364545402,-62.205586401257094
1726,CVCO,39.366642784679335,Consumer Cyclical,0.38,2678789888.0,1.2334354,0.11367,23.3,Mid-Cap,309.5799865722656,154.79834285783178,108.8559101020287
1728,CVE,5.982912502758088,Energy,-1.38,33520549888.0,0.50107706,0.096420005,2.4,Large-Cap,17.729999542236328,580.0733544517433,534.1309216959402
1729,CVEO,7.582820396755566,Industrials,-3.0,293888896.0,0.42161688,0.0057300003,0.23,Small-Cap,19.780000686645508,350.36429401829963,304.4218612624966
1730,CVGI,2.4393045832902356,Consumer Cyclical,0.93,241749072.0,0.24629243,-0.02238,0.87,Micro-Cap,7.269999980926514,430.65693106735904,384.714498311556
1731,CVGW,16.42114330009654,Consumer Defensive,2.12,545410624.0,0.47709742,-0.00461,1.67,Small-Cap,30.3799991607666,-49.38774170427823,-95.33017446008131
1732,CVI,8.274294174866057,Energy,-0.23,2723384832.0,0.24994354,0.04249,2.51,Mid-Cap,27.88999938964844,79.25574329039482,33.31331053459174
1735,CVLG,7.428472510697322,Industrials,2.01,473509856.0,0.389125,0.08931,4.04,Small-Cap,36.31999969482422,399.5873423674408,353.64490961163773
1736,CVLT,11.737611785151284,Technology,2.37,2590328832.0,3.2911413,0.019960001,2.58,Mid-Cap,58.20000076293945,42.33309276515458,-3.6093399906484933
1739,CVNA,115.52775294489356,Consumer Cyclical,0.01,1445664000.0,0.10626757,-0.11666001,-5.76,Small-Cap,8.0,-90.65202170035825,-136.59445445616132
1742,CVS,15.58522976805475,Healthcare,1.68,93222813696.0,0.2898458,0.0128999995,9.07,Large-Cap,73.25,28.4419730623033,-17.500459693499774
1746,CVX,37.32046036204804,Energy,-1.56,320421494784.0,1.3115795,0.14517,14.74,Mega-Cap,169.85000610351562,131.08654869885638,85.1441159430533
1747,CW,25.01537044703506,Industrials,0.14,6693329408.0,2.6176238,0.115109995,9.44,Mid-Cap,175.17999267578125,94.5436227445952,48.60118998879212
1751,CWCO,2.1011516108552337,Utilities,2.26,275610176.0,2.9287524,0.062230002,0.87,Small-Cap,17.209999084472656,22.512524850786658,-23.429907905016417
1753,CWH,7.277632257048446,Consumer Cyclical,0.36,987388608.0,0.14172338,0.01966,2.91,Small-Cap,21.93000030517578,196.86623600593055,150.92380325012746
1754,CWK,3.454802755328522,Real Estate,0.62,2186472192.0,0.21636029,0.01943,1.94,Mid-Cap,9.520000457763672,-8.98661163437075,-54.92904439017383
1755,CWST,11.72940888712831,Industrials,4.01,4617326080.0,4.255251,0.04892,1.43,Mid-Cap,87.91999816894531,110.23433479323191,64.29190203742883
1756,CWT,6.556954010893263,Utilities,2.56,3270440192.0,3.8638003,0.11343,2.12,Mid-Cap,58.5099983215332,22.776434678213498,-23.165998077589578
1757,CX,1.705520943039418,Basic Materials,0.83,8462267392.0,0.543254,0.05508,0.62,Mid-Cap,5.860000133514404,197.46193139136363,151.51949863556055
1765,CXT,6.807515233394355,Industrials,1.74,2787481088.0,2.0723226,0.19760999,5.72,Mid-Cap,49.2400016784668,189.48736646529815,143.54493370949507
1766,CXW,1.6316945100504296,Industrials,2.68,1054936384.0,0.5716793,0.06629,0.85,Small-Cap,9.18000030517578,-17.297297390180137,-63.239730145983216
1770,CYBR,22.96989311615064,Technology,8.61,5703501824.0,9.639015,-0.22032,1.12,Mid-Cap,131.8300018310547,44.40793132759403,-1.5345014282090474
1774,CYD,3.0374079122273896,Industrials,6.48,300714880.0,0.01875876,0.01363,1.16,Small-Cap,7.349999904632568,-25.67964449817199,-71.62207725397506
1775,CYH,4.206887670167919,Healthcare,1.73,806842688.0,0.06607507,0.00377,0.56,Small-Cap,5.099999904632568,50.442470407437646,4.500037651634571
1780,CYTK,10.360052882760888,Healthcare,-0.56,3664874496.0,38.74566,0.0,-4.25,Mid-Cap,36.59000015258789,143.60851556216113,97.66608280635805
1783,CZFS,11.60753667370631,Financial Services,-8.03,350657856.0,4.37879,0.36288,8.75,Small-Cap,90.41000366210938,88.07338503112835,42.13095227532528
1786,CZR,25.365849177036942,Consumer Cyclical,2.12,9478722560.0,0.87595624,-0.08307999,2.19,Mid-Cap,43.7599983215332,186.57496404516783,140.63253128936475
1788,D,7.5199591090373055,Utilities,2.61,48202334208.0,2.806704,0.05788,3.71,Large-Cap,57.209999084472656,-19.63832563809994,-65.58075839390301
1789,DAC,28.715088906352243,Industrials,0.78,1161153920.0,1.1689343,0.56296,23.15,Small-Cap,58.81999969482422,1246.2777944154038,1200.3353616596007
1793,DAL,6.367403912257072,Industrials,0.18,22064476160.0,0.40865436,0.035099998,6.84,Large-Cap,34.63999938964844,49.95670483813422,4.014272082331146
1796,DAN,4.60587796043193,Consumer Cyclical,0.31,2072564224.0,0.20407288,-0.023829998,1.44,Mid-Cap,14.59000015258789,83.20728100113766,37.26484824533458
1798,DAR,17.04874453972571,Consumer Defensive,0.25,9121152000.0,1.3963361,0.11293,6.2,Mid-Cap,57.66999816894531,209.88713743978687,163.9447046839838
1803,DAVA,31.663568737663912,Technology,7065.87,3271784704.0,4.356374,0.12501,3.29,Mid-Cap,58.45000076293945,48.879274737210004,2.9368419814069284
1807,DB,1.9878366668961935,Financial Services,0.2,22171699200.0,0.85324997,0.21261999,2.38,Large-Cap,10.899999618530272,79.27631176492176,33.33387900911868
1808,DBD,4.17227478759574,Technology,0.19,62446472.0,0.018044462,-0.168,2.06,Micro-Cap,0.800000011920929,-76.74418608680682,-122.6866188426099
1811,DBI,3.9036175736143184,Consumer Cyclical,0.38,575426752.0,0.17356032,0.049060002,1.81,Small-Cap,9.100000381469728,78.43138336539522,32.488950609592145
1815,DBVT,1.7620651098591902,Healthcare,-0.08,302713280.0,62.49242,0.0,-0.83,Small-Cap,1.600000023841858,-65.88486131511686,-111.82729407091995
1816,DBX,3.4285482614866094,Technology,1.26,7684575232.0,3.3053358,0.23794001,1.91,Mid-Cap,21.76000022888184,10.681589001874576,-35.2608437539285
1823,DCI,6.341426397168515,Industrials,2.1,7749536768.0,2.2667418,0.10448,3.18,Mid-Cap,63.9900016784668,64.53656556668251,18.594132810879437
1824,DCO,8.116944623575625,Industrials,1.15,633854976.0,0.88957477,0.0404,3.77,Small-Cap,52.630001068115234,110.4358280146575,64.49339525885443
1827,DCP,10.431816278338463,Energy,0.33,8725774336.0,0.5742152,0.06923,4.27,Mid-Cap,41.84999847412109,732.6802722198539,686.7378394640508
1828,DCPH,18.134923091172606,Healthcare,-0.3,1117944192.0,8.340627,-1.33495,-1.89,Small-Cap,14.670000076293944,-68.37680476545245,-114.31923752125553
1829,DCTH,4.505805140368152,Healthcare,-0.26,60691232.0,22.32116,0.0,-0.55,Micro-Cap,5.800000190734863,-55.38461391742413,-101.32704667322722
1830,DD,10.300886474646887,Basic Materials,1.25,32080627712.0,2.4645178,0.45080003,4.94,Large-Cap,70.29000091552734,86.5723529371263,40.62992018132322
1831,DDD,9.981781015023634,Technology,1.24,1190150272.0,2.2120478,-0.22806999,-0.03,Small-Cap,9.039999961853027,21.3422844737593,-24.600148282043776
1834,DDOG,31.399554719326233,Technology,1.85,21522399232.0,12.848426,-0.02994,1.49,Large-Cap,67.4800033569336,68.70000839233398,22.75757563653091
1835,DDS,117.98111590103443,Consumer Cyclical,-0.53,5322158592.0,0.7607197,0.12745,27.79,Mid-Cap,313.9100036621094,1191.5910664935434,1145.6486337377403
1837,DE,82.22289607813512,Industrials,0.93,114587713536.0,2.0592265,0.14713,32.1,Large-Cap,390.3599853515625,197.79366675032279,151.8512339945197
1840,DECK,77.09143393713552,Consumer Cyclical,1.42,12828544000.0,3.5916972,0.13826999,23.61,Large-Cap,479.6199951171875,263.43107576022805,217.48864300442497
1841,DEI,6.6357468849704295,Real Estate,5.87,2590674944.0,2.6140025,0.09802,0.36,Mid-Cap,12.529999732971191,-53.589659284313306,-99.53209204011638
1842,DELL,9.442265024319111,Technology,11.42,31522246656.0,0.30813235,0.02387,6.16,Large-Cap,42.91999816894531,126.42018990267403,80.47775714687094
1844,DENN,2.9902623744755217,Consumer Cyclical,6.8,627219968.0,1.3741896,0.16369,0.71,Small-Cap,10.949999809265137,20.9944704805138,-24.947962275289274
1850,DFIN,11.823271309836361,Financial Services,1.46,1316013696.0,1.5787113,0.122959994,3.33,Small-Cap,44.77000045776367,693.7943531488204,647.8519203930173
1855,DG,20.70456348340978,Consumer Defensive,2.23,47813746688.0,1.2634144,0.06384,12.49,Large-Cap,217.8999938964844,23.51863081897655,-22.423801936826525
1857,DGICA,0.8422852213948512,Financial Services,2.01,485623232.0,0.57252,-0.0023100001,1.4,Small-Cap,15.0600004196167,7.180974732282657,-38.76145802352042
1859,DGII,8.029359806918057,Technology,1.01,1160594688.0,2.8082936,0.05801,2.23,Small-Cap,32.5099983215332,241.8506576140814,195.90822485827832
1860,DGLY,18.516949889828965,Industrials,-0.02,10084105.0,0.2724705,-0.52099,-8.1,Micro-Cap,3.569999933242798,-79.94381974011624,-125.88625249591931
1861,DGX,14.3702415373769,Healthcare,-2.13,16242447360.0,1.6434734,0.09571999,9.2,Large-Cap,143.85000610351562,57.28960823060755,11.347175474804473
1865,DHC,1.277894005429987,Real Estate,-0.36,230669968.0,0.17971025,-0.01229,-0.78,Micro-Cap,0.9900000095367432,-60.37193886242424,-106.31437161822731
1872,DHR,40.670982518630126,Healthcare,7.4,184325537792.0,5.8569965,0.22907,11.03,Large-Cap,248.33999633789065,62.46648392126644,16.524051165463362
1873,DHT,1.734192882508877,Energy,1.85,1572824576.0,3.3205912,0.12988,1.56,Small-Cap,9.789999961853027,41.23836669922379,-4.704066056579286
1874,DHX,1.42588093270085,Technology,12.45,182929280.0,1.2221358,0.0279,0.11,Micro-Cap,3.759999990463257,65.63876749146893,19.69633473566585
1879,DIN,13.513080181206336,Consumer Cyclical,0.75,1026110208.0,1.1283351,0.08919,7.33,Small-Cap,65.62000274658203,107.43434143184996,61.49190867604688
1880,DINO,11.09829307002117,Energy,0.09,8543721472.0,0.22362931,0.0765,6.86,Mid-Cap,45.09000015258789,69.638827246095,23.69639449029193
1881,DIOD,15.830661396908315,Technology,0.89,3806171648.0,1.9025341,0.16559,6.89,Mid-Cap,84.23999786376953,88.07768730043955,42.135254544636474
1882,DIS,32.97752152506723,Communication Services,1.11,181895462912.0,2.1547766,0.039330002,5.44,Large-Cap,98.06999969482422,-2.4567348301283527,-48.39916758593143
1886,DISH,10.419078487547221,Communication Services,-0.24,4026132224.0,0.24138342,0.13809,0.55,Mid-Cap,7.53000020980835,-65.09040187137697,-111.03283462718005
1891,DK,5.383879875496792,Energy,50.2,1464480128.0,0.072335005,0.0127,1.94,Small-Cap,22.25,36.1045657196967,-9.837867036106374
1894,DKL,11.202574940671752,Energy,0.79,2070815488.0,1.9980718,0.15346,5.52,Mid-Cap,48.59999847412109,584.0719555730627,538.1295228172596
1895,DKNG,17.33919205405929,Consumer Cyclical,-0.28,10143526912.0,4.527428,-0.61505,-1.01,Large-Cap,21.3799991607666,24.30231518846045,-21.640117567342624
1896,DKS,31.920545028861767,Consumer Cyclical,1.84,12749390848.0,1.0308205,0.08434,13.92,Large-Cap,146.22999572753906,496.77870128026217,450.8362685244591
1897,DLA,7.643611841798095,Consumer Cyclical,-0.94,75330976.0,0.15648052,0.026029998,1.15,Micro-Cap,10.760000228881836,13.025207053503129,-32.917225702299945
1898,DLB,12.308140621412363,Industrials,1.55,8076828160.0,6.5289407,0.14829001,3.83,Mid-Cap,85.02999877929688,60.04624015152984,14.103807395726761
1899,DLHC,3.355953237038365,Industrials,0.81,141284400.0,0.4483653,0.054050002,1.0,Micro-Cap,10.020000457763672,110.94737805818255,65.00494530237947
1900,DLNG,0.4631924079015432,Energy,3.05,97893856.0,0.7435522,0.41022998,1.29,Micro-Cap,2.680000066757202,67.5000016763806,21.55756892057753
1903,DLR,19.30594927919994,Real Estate,56.1,28758614016.0,6.147187,0.08073,1.3,Large-Cap,94.25,-31.190224344781452,-77.13265710058452
1904,DLTH,3.9245707587409706,Consumer Cyclical,-6.04,207216400.0,0.31718075,0.0035299999,0.16,Micro-Cap,6.039999961853027,56.88311977840078,10.940687022597707
1905,DLTR,26.84166186307635,Consumer Defensive,1.42,33403217920.0,1.179005,0.05702,7.92,Large-Cap,149.85000610351562,92.75792413335365,46.81549137755058
1906,DLX,8.716221902176919,Communication Services,0.69,656724736.0,0.29344136,0.02922,3.32,Small-Cap,15.470000267028809,-33.4174979694589,-79.35993072526198
1908,DM,6.0979993413958224,Technology,-0.23,675885696.0,3.233547,0.0,-0.09,Small-Cap,2.0899999141693115,-79.07907945892394,-125.02151221472701
1915,DMRC,10.665852451401262,Technology,-0.51,345417856.0,11.438813,-1.98026,-1.77,Small-Cap,17.18000030517578,13.699541333766893,-32.24289142203618
1930,DOC,1.3299827868362673,Real Estate,-4.84,3566794240.0,6.7829766,0.19847,0.23,Mid-Cap,14.380000114440918,4.755322341746987,-41.187110414056086
1933,DOCU,84.52554872562467,Technology,1.08,10328282112.0,4.1051793,-0.03873,2.66,Large-Cap,52.290000915527344,-47.357293917637556,-93.29972667344063
1940,DOOR,17.297234312736617,Industrials,1.32,2019108224.0,0.6982458,0.07409,9.42,Mid-Cap,91.18000030517578,101.77030997138601,55.82787721558294
1941,DORM,12.037491524739407,Consumer Cyclical,1.08,2706660864.0,1.5611607,0.07011,5.87,Mid-Cap,84.4000015258789,44.32284915618413,-1.6195835996189487
1943,DOV,23.52224374793789,Industrials,1.6,20641382400.0,2.4260895,0.12522,9.79,Large-Cap,147.22000122070312,79.47234827145829,33.52991551565521
1944,DOW,8.74708485030148,Basic Materials,-6.63,38847356928.0,0.68270636,0.080520004,4.86,Large-Cap,55.70000076293945,99.67456213818063,53.73212938237756
1945,DOX,10.57258952662443,Technology,1.6,11076007936.0,2.3779562,0.117130004,5.98,Large-Cap,92.4000015258789,55.048985330389485,9.10655257458641
1946,DOYU,5.215503414141846,Communication Services,-10.41,339707904.0,0.047790736,-0.01061,0.0,Small-Cap,1.100000023841858,-84.28571394511631,-130.22814670091938
1952,DPZ,59.51231503554181,Consumer Cyclical,2.14,11706488832.0,2.5801368,0.09968001,14.82,Large-Cap,322.8999938964844,-10.309662948778591,-56.25209570458166
1953,DQ,21.24042278214753,Technology,0.04,3287859456.0,0.7134571,0.40361,11.79,Mid-Cap,44.7599983215332,401.11954230466944,355.1771095488664
1957,DRH,1.6871790709092347,Real Estate,-1.77,1718460288.0,1.7158813,0.109160006,0.51,Small-Cap,8.069999694824219,70.97457740557537,25.0321446497723
1958,DRI,24.594932679106922,Consumer Cyclical,1.96,18363068416.0,1.7790741,0.09189,8.79,Large-Cap,149.92999267578125,144.97239146220227,99.02995870639919
1962,DRQ,4.954491799695778,Energy,0.84,951687424.0,2.6284623,0.00122,0.74,Small-Cap,28.489999771118164,-4.843021833917589,-50.785454589720665
1963,DRRX,7.039695206721566,Healthcare,-0.17,108468104.0,5.625064,-1.8323399,-1.15,Micro-Cap,4.670000076293945,-74.61956427656183,-120.5619970323649
1966,DRTT,1.1274803415728443,Industrials,-0.02,38581820.0,0.22410315,-0.31925,-0.21,Micro-Cap,0.3589999973773956,-64.4554454685952,-110.39787822439828
1972,DSGR,8.329200620957032,Industrials,1.46,941600960.0,0.81777227,0.00643,2.44,Small-Cap,43.45000076293945,51.18302403956135,5.2405912837582775
1973,DSGX,9.990458780587547,Technology,3.76,6787861504.0,13.966391,0.21035999,1.62,Mid-Cap,78.87000274658203,107.93567654103006,61.99324378522699
1974,DSKE,2.157382180497712,Industrials,0.37,358726240.0,0.20229304,0.02831,1.33,Small-Cap,7.96999979019165,508.3969571236016,462.45452436779857
1981,DSX,1.407473185294905,Industrials,1.19,428941120.0,1.4792502,0.4106,0.71,Small-Cap,4.0,136.95399469674493,91.01156194094185
1982,DT,11.210268661915737,Technology,2.43,12328068096.0,11.2416725,0.02607,0.99,Large-Cap,42.25,65.29734304688205,19.354910291078973
1985,DTE,13.296130594415176,Utilities,2.46,23432419328.0,1.2186613,0.05632,6.68,Large-Cap,113.37000274658205,42.445900615360415,-3.4965321404426604
2000,DUK,10.384417535867692,Utilities,3.01,75800936448.0,2.6766813,0.090050004,5.99,Large-Cap,98.22000122070312,24.770095553528265,-21.17233720227481
2008,DVA,17.14578053611684,Healthcare,-7.98,7776207872.0,0.66979146,0.048270002,7.06,Mid-Cap,83.12000274658203,14.600860534286939,-31.341572221516138
2010,DVN,22.012286985184655,Energy,-2.05,35074019328.0,1.8584231,0.31871,7.04,Large-Cap,54.02000045776367,556.3914648365663,510.4490320807633
2015,DX,2.0712788827648243,Real Estate,-2.75,635418240.0,3.5899134,0.80881,1.25,Small-Cap,11.800000190734863,1.7234002846203869,-44.219032471182686
2016,DXC,6.579341717063467,Technology,0.81,5493966336.0,0.37003884,0.04836,4.0,Mid-Cap,24.56999969482422,70.50659233169071,24.564159575887636
2017,DXCM,18.96821689425057,Healthcare,3.84,47962202112.0,16.48299,0.11726,1.46,Large-Cap,122.19000244140624,58.487624939091496,12.545192183288421
2019,DXLG,2.531247884355956,Consumer Cyclical,0.47,291182528.0,0.5334596,0.16328,0.75,Small-Cap,4.739999771118164,1534.4827267275973,1488.5402939717942
2020,DXPE,5.127705810197246,Industrials,0.51,448999552.0,0.30320764,0.03252,2.82,Small-Cap,26.21999931335449,104.04668120605578,58.104248450252705
2023,DY,20.127130451488018,Industrials,0.85,2666635264.0,0.7001869,0.03734,6.87,Mid-Cap,92.43000030517578,260.210447602546,214.26801484674294
2027,DZSI,3.3224020485930716,Technology,0.49,202787648.0,0.53977245,-0.099630006,1.23,Micro-Cap,6.480000019073486,30.909096338641863,-15.033336417161212
2029,EA,9.219952504692367,Communication Services,6.38,35405578240.0,4.7994547,0.14084,6.56,Large-Cap,128.8000030517578,14.139072867830684,-31.80335988797239
2033,EAF,2.6453507902686066,Industrials,-1.54,1239754752.0,0.9676134,0.2989,0.96,Small-Cap,4.880000114440918,-30.88556961939831,-76.82800237520138
2035,EARN,1.5698646041647812,Real Estate,-1.2,99424456.0,1.1754801,-0.35703,1.26,Micro-Cap,7.199999809265137,7.527505175735741,-38.414927580067335
2037,EAT,13.99012052094634,Consumer Cyclical,1.66,1725943680.0,0.4340468,0.01873,3.65,Small-Cap,38.18999862670898,155.96513693983297,110.02270418402989
2038,EB,5.182623630296466,Technology,-0.41,795612224.0,3.0491755,-0.21226,-0.21,Small-Cap,8.329999923706055,-2.344663722462653,-48.28709647826573
2039,EBAY,10.515493988215994,Consumer Cyclical,2.05,23144896512.0,2.3629296,-0.12956001,4.51,Large-Cap,43.380001068115234,17.18922661114477,-28.753206144658307
2043,EBIX,7.486145695667198,Technology,1.02,538941376.0,0.5132061,0.06156,2.08,Small-Cap,17.309999465942383,-0.09279101139230111,-46.035223767195376
2044,EBMT,2.685149150848151,Financial Services,0.79,109202248.0,1.2475837,0.122250006,2.03,Micro-Cap,13.970000267028809,-10.290317726794017,-56.23275048259709
2046,EBR,1.4034391826214978,Utilities,2.6,15296072704.0,0.4489044,0.10669,0.9,Large-Cap,6.679999828338623,63.99681160316095,18.054378847357874
2047,EBS,32.52095357461264,Healthcare,0.54,522631392.0,0.46626052,-0.19966,0.8,Small-Cap,10.260000228881836,-84.67741880351814,-130.6198515593212
2057,ECL,27.64179884717436,Basic Materials,2.72,47141355520.0,3.3226686,0.07695,5.8,Large-Cap,164.35000610351562,-1.8963403182171996,-47.838773074020274
2059,ECPG,10.707263182262704,Financial Services,0.64,1206949760.0,0.8631261,0.13914,8.68,Small-Cap,51.150001525878906,104.76382090958083,58.821388153777754
2060,ECVT,2.3369715122801016,Basic Materials,0.47,1356199936.0,1.6535817,0.08986,1.27,Small-Cap,11.380000114440918,17.198764878817066,-28.74366787698601
2063,ED,11.256306469883032,Utilities,3.32,34311221248.0,2.1896122,0.10593,5.21,Large-Cap,98.66000366210938,28.072656447381235,-17.86977630842184
